mode,slice_name,device_count,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_throughput_mbps,avg_packet_loss_pct,sla_violation_count,sla_violation_rate_pct,load_ratio
static,mMTC,89,82.604,87.522,87.836,0.529,1.442,62,69.663,0.553
static,eMBB,56,121.716,140.482,141.574,6.53,5.386,56,100.0,2.235
static,URLLC,35,7.238,9.686,10.624,4.698,0.148,2,5.714,0.874
