mode,slice_name,device_count,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_throughput_mbps,avg_packet_loss_pct,sla_violation_count,sla_violation_rate_pct,load_ratio
dynamic,mMTC,123,89.825,95.102,95.244,0.872,1.179,117,95.122,0.749
dynamic,eMBB,28,57.025,63.873,65.479,20.947,1.699,19,67.857,1.285
dynamic,URLLC,29,11.456,13.461,14.528,10.516,0.259,23,79.31,1.275
