mode,slice_name,device_count,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_throughput_mbps,avg_packet_loss_pct,sla_violation_count,sla_violation_rate_pct,load_ratio
dynamic,mMTC,130,281.796,297.309,297.48,1.006,6.551,130,100.0,2.0
dynamic,eMBB,54,118.952,139.493,140.83,5.768,4.483,54,100.0,2.278
dynamic,URLLC,36,27.958,35.355,36.532,4.201,0.793,36,100.0,2.323
