mode,slice_name,device_count,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_throughput_mbps,avg_packet_loss_pct,sla_violation_count,sla_violation_rate_pct,load_ratio
static,mMTC,66,87.024,91.661,92.227,0.489,1.425,51,77.273,0.634
static,eMBB,95,216.565,245.474,246.004,5.985,10.522,95,100.0,3.567
static,URLLC,19,6.998,9.24,9.967,5.565,0.109,1,5.263,0.731
