mode,slice_name,device_count,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_throughput_mbps,avg_packet_loss_pct,sla_violation_count,sla_violation_rate_pct,load_ratio
dynamic,mMTC,81,246.35,264.321,264.742,2.154,5.499,81,100.0,1.827
dynamic,eMBB,51,116.808,131.582,132.68,7.024,4.43,51,100.0,2.171
dynamic,URLLC,48,25.181,31.283,32.274,3.932,0.662,48,100.0,2.194
