scenario,algorithm,seed,num_devices,overall_sla_violation_count,overall_sla_violation_rate_pct,fairness_index,utility_score,mmtc_avg_latency_ms,mmtc_p95_latency_ms,mmtc_p99_latency_ms,mmtc_avg_throughput_mbps,mmtc_avg_packet_loss_pct,mmtc_sla_violation_rate_pct,mmtc_load_ratio,embb_avg_latency_ms,embb_p95_latency_ms,embb_p99_latency_ms,embb_avg_throughput_mbps,embb_avg_packet_loss_pct,embb_sla_violation_rate_pct,embb_load_ratio,urllc_avg_latency_ms,urllc_p95_latency_ms,urllc_p99_latency_ms,urllc_avg_throughput_mbps,urllc_avg_packet_loss_pct,urllc_sla_violation_rate_pct,urllc_load_ratio
balanced,psdas_no_debt,1,180,178,98.889,0.8213,0.2517,189.451,201.239,201.823,1.69,3.918,100.0,1.496,68.727,79.58,79.827,17.832,2.269,93.333,1.486,15.708,20.099,20.285,5.772,0.402,100.0,1.419
video_heavy,psdas_no_debt,1,180,180,100.0,0.8525,0.1681,316.505,334.283,334.452,1.425,7.525,100.0,2.195,116.741,138.857,139.198,6.058,4.403,100.0,2.26,26.631,32.718,34.441,4.645,0.758,100.0,2.186
emergency_burst,psdas_no_debt,1,180,180,100.0,0.8143,0.2315,221.192,232.187,232.716,1.807,4.821,100.0,1.659,81.329,95.194,95.466,14.485,2.86,100.0,1.682,16.178,20.986,21.806,5.185,0.411,100.0,1.611
high_congestion,psdas_no_debt,1,220,220,100.0,0.817,0.1421,325.018,342.82,342.992,0.772,7.773,100.0,2.24,118.075,138.736,139.354,6.661,4.462,100.0,2.261,26.191,32.018,32.612,3.963,0.738,100.0,2.19
noisy_channel,psdas_no_debt,1,200,200,100.0,0.8295,0.2149,230.89,247.135,247.301,1.457,5.08,100.0,1.736,84.436,98.323,98.731,14.022,2.989,100.0,1.733,19.82,24.349,24.772,4.349,0.533,100.0,1.667
