mode,slice_name,device_count,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_throughput_mbps,avg_packet_loss_pct,sla_violation_count,sla_violation_rate_pct,load_ratio
dynamic,mMTC,127,195.258,206.913,207.163,1.242,4.083,127,100.0,1.524
dynamic,eMBB,34,89.796,99.914,100.311,13.871,3.242,34,100.0,1.754
dynamic,URLLC,39,18.573,24.134,25.145,6.391,0.477,39,100.0,1.771
