mode,slice_name,device_count,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_throughput_mbps,avg_packet_loss_pct,sla_violation_count,sla_violation_rate_pct,load_ratio
dynamic,mMTC,77,277.087,296.358,296.633,2.164,6.348,77,100.0,1.997
dynamic,eMBB,57,134.414,149.025,150.051,6.475,5.264,57,100.0,2.407
dynamic,URLLC,46,29.522,38.605,39.066,4.17,0.817,46,100.0,2.453
