mode,slice_name,device_count,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_throughput_mbps,avg_packet_loss_pct,sla_violation_count,sla_violation_rate_pct,load_ratio
static,mMTC,103,91.901,96.818,97.043,0.523,1.434,103,100.0,0.728
static,eMBB,39,90.221,103.1,104.289,12.173,3.767,39,100.0,1.752
static,URLLC,38,10.251,13.245,13.805,4.848,0.233,18,47.368,1.155
