mode,slice_name,device_count,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_throughput_mbps,avg_packet_loss_pct,sla_violation_count,sla_violation_rate_pct,load_ratio
static,mMTC,114,88.509,94.016,94.106,0.513,1.433,97,85.088,0.672
static,eMBB,53,118.771,132.63,132.983,7.156,5.344,53,100.0,2.121
static,URLLC,13,6.342,8.41,8.978,5.644,0.099,0,0.0,0.549
