mode,slice_name,device_count,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_throughput_mbps,avg_packet_loss_pct,sla_violation_count,sla_violation_rate_pct,load_ratio
dynamic,mMTC,115,99.421,105.147,105.35,1.011,1.341,115,100.0,0.95
dynamic,eMBB,29,68.474,76.817,78.121,17.993,2.24,29,100.0,1.456
dynamic,URLLC,36,14.334,19.35,19.5,7.842,0.321,36,100.0,1.51
