mode,slice_name,device_count,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_throughput_mbps,avg_packet_loss_pct,sla_violation_count,sla_violation_rate_pct,load_ratio
dynamic,mMTC,80,286.937,305.915,306.245,1.892,6.645,80,100.0,2.046
dynamic,eMBB,55,136.762,152.128,152.301,6.439,5.391,55,100.0,2.426
dynamic,URLLC,45,31.51,39.277,39.826,4.099,0.909,45,100.0,2.464
