mode,slice_name,device_count,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_throughput_mbps,avg_packet_loss_pct,sla_violation_count,sla_violation_rate_pct,load_ratio
psdas_fixed_weights,mMTC,67,316.512,336.489,336.738,1.578,7.512,67,100.0,2.207
psdas_fixed_weights,eMBB,81,121.116,135.265,135.945,4.119,4.687,81,100.0,2.208
psdas_fixed_weights,URLLC,72,30.727,36.988,37.674,2.089,0.917,72,100.0,2.335
