mode,slice_name,device_count,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_throughput_mbps,avg_packet_loss_pct,sla_violation_count,sla_violation_rate_pct,load_ratio
static,mMTC,118,101.784,108.019,108.19,0.464,1.64,118,100.0,0.942
static,eMBB,78,189.709,216.848,217.422,6.265,9.057,78,100.0,3.203
static,URLLC,24,7.924,9.515,9.773,4.688,0.156,0,0.0,0.965
