mode,slice_name,device_count,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_throughput_mbps,avg_packet_loss_pct,sla_violation_count,sla_violation_rate_pct,load_ratio
dynamic,mMTC,89,268.754,282.855,283.041,1.764,6.169,89,100.0,1.924
dynamic,eMBB,46,124.796,138.865,139.162,6.869,4.824,46,100.0,2.255
dynamic,URLLC,45,26.422,34.387,35.252,3.754,0.722,45,100.0,2.284
