mode,slice_name,device_count,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_throughput_mbps,avg_packet_loss_pct,sla_violation_count,sla_violation_rate_pct,load_ratio
dynamic,mMTC,79,269.293,285.43,285.791,2.17,6.18,79,100.0,1.939
dynamic,eMBB,59,127.536,143.415,143.629,5.978,4.946,59,100.0,2.318
dynamic,URLLC,42,29.422,37.008,37.815,4.379,0.833,42,100.0,2.364
