mode,slice_name,device_count,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_throughput_mbps,avg_packet_loss_pct,sla_violation_count,sla_violation_rate_pct,load_ratio
dynamic,mMTC,120,142.81,153.465,153.811,1.63,2.585,120,100.0,1.243
dynamic,eMBB,33,71.702,80.715,80.925,18.952,2.412,33,100.0,1.498
dynamic,URLLC,27,15.723,21.044,21.268,11.618,0.371,27,100.0,1.498
