mode,slice_name,device_count,avg_latency_ms,p95_latency_ms,p99_latency_ms,avg_throughput_mbps,avg_packet_loss_pct,sla_violation_count,sla_violation_rate_pct,load_ratio
psdas,mMTC,50,309.417,330.444,330.534,2.455,7.304,50,100.0,2.174
psdas,eMBB,69,119.505,135.268,135.648,5.023,4.586,69,100.0,2.208
psdas,URLLC,61,29.664,36.929,37.353,2.8,0.879,61,100.0,2.32
